Id,SalePrice
1149,119955.3002099283
1150,169322.14899529074
1151,107850.29000441707
1152,169276.53828070406
1153,201000.75561763463
1154,130069.92372620618
1155,229940.49474808667
1156,191971.57405779255
1157,162212.5724796739
1158,229093.49266447732
1159,253841.67916885973
1160,199100.94939318905
1161,164319.53521416942
1162,233684.21657951875
1163,122365.61546792788
1164,142148.1037902229
1165,175887.00885555265
1166,221008.20426430507
1167,256495.25545115676
1168,201519.23466471187
1169,216835.78612942295
1170,449528.2803475389
1171,155527.1000945866
1172,164946.73957885127
1173,172477.58252276434
1174,237822.86861482123
1175,192329.64832259063
1176,324604.1735761801
1177,115289.70058276574
1178,134302.01698563178
1179,99878.10197152267
1180,90735.89600881888
1181,271847.19114137976
1182,272446.39560041926
1183,489817.67674483685
1184,142557.40182199352
1185,227120.6530910493
1186,106364.88128323061
1187,101327.91481279396
1188,275748.5900656404
1189,193975.81526855682
1190,206913.45557123725
1191,225884.4362610611
1192,202736.13002066244
1193,115850.85330246063
1194,183590.99691395462
1195,140513.38114288612
1196,162113.0842059066
1197,229962.64611390792
1198,152631.02456833282
1199,182861.99805114418
1200,141496.6686786448
1201,72690.99078614963
1202,195541.78801963804
1203,119819.42997103394
1204,219183.09599145013
1205,141196.23569669295
1206,282979.6302360948
1207,111748.05352979852
1208,212187.71333382349
1209,142873.80731825298
1210,281688.7451482923
1211,192157.7229777265
1212,218904.92885664082
1213,48005.05171337002
1214,103678.85818599653
1215,113551.02245080261
1216,98891.36549020978
1217,160764.33847605227
1218,232668.6206874235
1219,44600.845806584926
1220,136261.39850481995
1221,96928.26911998587
1222,124267.611512654
1223,166057.3700021857
1224,201105.45928654284
1225,206061.91238953522
1226,122192.60276825586
1227,218985.3876237832
1228,146520.94107237365
1229,353399.4266916483
1230,140244.33256142773
1231,235908.0646756359
1232,145855.28402208164
1233,77136.9510014155
1234,150944.25302978442
1235,132914.18541960092
1236,114671.887174353
1237,188094.414950039
1238,214690.13878579973
1239,164185.80049489182
1240,235924.60489333887
1241,221511.93254278158
1242,245413.40599348606
1243,197786.69296235288
1244,357378.8091825901
1245,185242.1308030195
1246,181171.7064820705
1247,190740.889172812
1248,182655.0893422577
1249,172869.3356674472
1250,98233.30652726581
1251,269482.9118387061
1252,205826.89719422604
1253,100661.71473526908
1254,247189.39331167145
1255,196526.26257823617
1256,149054.40599409468
1257,310144.01408349676
1258,76511.84397768625
1259,182831.940709383
1260,148149.08445657627
1261,182959.0772597741
1262,108534.52657266124
1263,151697.63219883293
1264,162709.3341554578
1265,174440.40880903252
1266,190269.87722519203
1267,172049.53459721874
1268,309841.3378390088
1269,348655.82582838414
1270,133437.55897078756
1271,229597.05594007578
1272,171086.07884855452
1273,107326.85022104136
1274,175876.09654769418
1275,130950.34533697576
1276,161289.60593208415
1277,166790.18703754968
1278,216916.29589360952
1279,263461.36565232766
1280,80152.13120731246
1281,227135.32835289603
1282,212834.7352017851
1283,138797.29819108546
1284,160169.85939652612
1285,197249.0057731734
1286,126915.7200582067
1287,195682.96226451546
1288,179335.00921698753
1289,255226.50295463344
1290,279715.5907460833
1291,155776.85066640773
1292,111970.23344447487
1293,161452.82611619914
1294,193494.6664213969
1295,117248.37199114519
1296,128506.0727870944
1297,137240.6719203333
1298,156270.72671498405
1299,781803.1769911153
1300,135935.73585690674
1301,245314.80531555903
1302,150155.59921364184
1303,309660.10039355187
1304,238717.96901787072
1305,195972.53902945435
1306,324396.2575684511
1307,202880.60328316782
1308,143171.36923705647
1309,136033.6948675646
1310,188988.73500932613
1311,274158.1273364632
1312,208969.1766956146
1313,314657.45967448084
1314,319431.1769925244
1315,93541.29593612021
1316,216045.16353933443
1317,272388.76998230093
1318,197061.7328780219
1319,268662.7346319128
1320,79545.22788265231
1321,178859.63222585036
1322,15745.406128035625
1323,226165.81515942654
1324,54212.07730166288
1325,286657.9617432228
1326,56887.577555795666
1327,72191.52657184354
1328,126276.06417356641
1329,238032.55209983652
1330,200604.89445860614
1331,267626.8464569065
1332,130367.07366142166
1333,77124.22219079616
1334,117859.31350053265
1335,150313.46305838134
1336,195578.41427617916
1337,178661.29081489798
1338,50873.74831334129
1339,220172.61843483848
1340,99349.85286776558
1341,93966.79615097726
1342,183549.05070024426
1343,263794.3572953141
1344,165458.26555872755
1345,190901.40500272368
1346,67743.01796308788
1347,251391.60588653246
1348,268592.8752472382
1349,234943.67997075687
1350,206201.72258961922
1351,255189.0078689705
1352,185311.45201840065
1353,141002.4192129136
1354,364890.4939196282
1355,249216.07818076876
1356,198187.43563105073
1357,97145.21232855087
1358,162629.3777033782
1359,173105.1320679339
1360,333904.5300910934
1361,180256.50478637824
1362,239493.1774134168
1363,128956.80109765171
1364,163618.0350253419
1365,158288.15104722558
1366,210563.55917111342
1367,219020.62183629558
1368,139428.48500198778
1369,153347.1619076056
1370,255881.38617111882
1371,88627.94691995205
1372,196692.71788221598
1373,252593.88182528946
1374,418714.02164305234
1375,251438.2979672337
1376,253500.11780591472
1377,85666.56791513297
1378,144048.82867754227
1379,120558.77065087063
1380,133475.00065799244
1381,36685.392272847705
1382,229383.75767399836
1383,167036.9032301649
1384,138604.01730467938
1385,110330.96769769839
1386,108712.38696814794
1387,291305.8910589204
1388,179757.82263381314
1389,323918.74124311144
1390,136817.03876088862
1391,238856.1067263314
1392,173696.16539858654
1393,118243.6869116174
1394,178017.5704027086
1395,243279.24844279606
1396,285615.9282551829
1397,164452.5514201927
1398,127674.2557496326
1399,152746.6365668862
1400,154544.5672879913
1401,110094.10631060181
1402,195614.5043359818
1403,204823.38740848773
1404,256619.80775949173
1405,88923.85481406585
1406,267449.3038536892
1407,122009.18776241993
1408,117158.76597993658
1409,87359.71129533672
1410,219031.63051436306
1411,220194.74289585953
1412,159403.73394675506
1413,58397.11885858327
1414,291493.8032531771
1415,179187.04063796718
1416,251447.9428542431
1417,137731.97519333195
1418,330107.12299158145
1419,111550.1776178081
1420,232326.26166458894
1421,182243.93332995358
1422,145822.79961323296
1423,150441.84868730558
1424,186224.72274021455
1425,151701.81862483127
1426,155348.49879514915
1427,264739.67712829914
1428,133786.2690297626
1429,120363.04254028806
1430,197961.31593089085
1431,166660.27083851746
1432,143850.57360417303
1433,71706.56094394927
1434,199041.09331213473
1435,149583.3400820864
1436,195789.10666133277
1437,102441.64446870005
1438,319537.4288562932
1439,186519.4746602776
1440,194110.53734105406
1441,220852.35231406963
1442,159528.69232332497
1443,323829.5974384588
1444,97142.9574361525
1445,207370.48657382978
1446,110569.72014089837
1447,129740.77392616053
1448,283089.629743058
1449,95688.32952353102
1450,87074.81691920548
1451,142833.173230401
1452,263746.4157706301
1453,144264.77840787568
1454,140837.47211387614
1455,185713.56259821448
1456,182694.6332803031
1457,242011.7716670744
1458,233526.342158705
1459,111171.83256080584
1460,134831.6687072399
